CustomerID,Recency,Frequency,Monetary,Avg_Purchase_Value,CLV,Recency Score,Frequency Score,Monetary Score,RFM Score,Segment Code,Segment Label
14702,5027,17,3251.79,191.28,3251.79,4,4,4,12,6,Champions
14719,5027,5,1581.84,316.37,1581.84,4,3,3,10,6,Champions
14730,5027,8,1897.57,237.2,1897.57,4,4,4,12,6,Champions
14796,5027,17,7973.93,469.05,7973.93,4,4,4,12,6,Champions
14911,5027,198,136161.83,687.69,136161.83,4,4,4,12,6,Champions
15156,5027,3,961.49,320.5,961.49,4,3,3,10,6,Champions
15159,5027,30,18641.01,621.37,18641.01,4,4,4,12,6,Champions
15187,5027,15,4762.18,317.48,4762.18,4,4,4,12,6,Champions
15189,5027,41,16225.39,395.74,16225.39,4,4,4,12,6,Champions
15208,5027,5,870.12,174.02,870.12,4,3,3,10,6,Champions
15214,5027,8,1661.44,207.68,1661.44,4,4,4,12,6,Champions
15237,5027,4,1412.32,353.08,1412.32,4,3,3,10,6,Champions
15399,5027,3,815.77,271.92,815.77,4,3,3,10,6,Champions
15443,5027,7,3213.59,459.08,3213.59,4,4,4,12,6,Champions
15453,5027,7,1371.77,195.97,1371.77,4,4,3,11,6,Champions
15484,5027,4,3590.41,897.6,3590.41,4,3,4,11,6,Champions
15520,5027,1,343.5,343.5,343.5,4,1,2,7,4,Potential
15796,5027,8,2707.61,338.45,2707.61,4,4,4,12,6,Champions
15877,5027,2,490.33,245.16,490.33,4,2,2,8,5,Loyal
15898,5027,5,1383.83,276.77,1383.83,4,3,3,10,6,Champions
16161,5027,19,5533.67,291.25,5533.67,4,4,4,12,6,Champions
16210,5027,17,21076.3,1239.78,21076.3,4,4,4,12,6,Champions
16322,5027,2,326.75,163.38,326.75,4,2,2,8,5,Loyal
16358,5027,4,2027.5,506.87,2027.5,4,3,4,11,6,Champions
16401,5027,12,4098.32,341.53,4098.32,4,4,4,12,6,Champions
16442,5027,3,609.3,203.1,609.3,4,3,2,9,5,Loyal
16523,5027,21,9418.47,448.5,9418.47,4,4,4,12,6,Champions
16688,5027,4,1260.86,315.22,1260.86,4,3,3,10,6,Champions
16794,5027,10,1194.48,119.45,1194.48,4,4,3,11,6,Champions
16833,5027,4,1106.53,276.63,1106.53,4,3,3,10,6,Champions
16891,5027,5,742.43,148.49,742.43,4,3,3,10,6,Champions
16892,5027,5,518.19,103.64,518.19,4,3,2,9,5,Loyal
16933,5027,2,563.23,281.61,563.23,4,2,2,8,5,Loyal
17144,5027,2,984.57,492.28,984.57,4,2,3,9,5,Loyal
17243,5027,26,8531.65,328.14,8531.65,4,4,4,12,6,Champions
17315,5027,36,6241.15,173.37,6241.15,4,4,4,12,6,Champions
17405,5027,3,1031.41,343.8,1031.41,4,3,3,10,6,Champions
17436,5027,2,216.3,108.15,216.3,4,2,1,7,4,Potential
17451,5027,7,1721.4,245.91,1721.4,4,4,4,12,6,Champions
17491,5027,10,3558.87,355.89,3558.87,4,4,4,12,6,Champions
17522,5027,5,1066.15,213.23,1066.15,4,3,3,10,6,Champions
17528,5027,8,3628.5,453.56,3628.5,4,4,4,12,6,Champions
17530,5027,10,2362.53,236.25,2362.53,4,4,4,12,6,Champions
17554,5027,5,1952.45,390.49,1952.45,4,3,4,11,6,Champions
17631,5027,3,528.33,176.11,528.33,4,3,2,9,5,Loyal
17644,5027,11,2895.64,263.24,2895.64,4,4,4,12,6,Champions
17668,5027,2,347.75,173.88,347.75,4,2,2,8,5,Loyal
17673,5027,6,1594.97,265.83,1594.97,4,4,3,11,6,Champions
17675,5027,31,20374.28,657.23,20374.28,4,4,4,12,6,Champions
17677,5027,30,16345.38,544.85,16345.38,4,4,4,12,6,Champions
17757,5027,30,5589.44,186.31,5589.44,4,4,4,12,6,Champions
17830,5027,3,398.7,132.9,398.7,4,3,2,9,5,Loyal
17841,5027,124,40495.99,326.58,40495.99,4,4,4,12,6,Champions
17856,5027,4,1418.03,354.51,1418.03,4,3,3,10,6,Champions
17949,5027,44,58030.48,1318.87,58030.48,4,4,4,12,6,Champions
18109,5027,26,8004.92,307.88,8004.92,4,4,4,12,6,Champions
18210,5027,6,2621.38,436.9,2621.38,4,4,4,12,6,Champions
12347,5028,7,4310,615.71,4310,4,4,4,12,6,Champions
12471,5028,27,17388.65,644.02,17388.65,4,4,4,12,6,Champions
12569,5028,32,3152.69,98.52,3152.69,4,4,4,12,6,Champions
12583,5028,15,6705.38,447.03,6705.38,4,4,4,12,6,Champions
12615,5028,4,2093.19,523.3,2093.19,4,3,4,11,6,Champions
12720,5028,25,5115.73,204.63,5115.73,4,4,4,12,6,Champions
12747,5028,11,4196.01,381.46,4196.01,4,4,4,12,6,Champions
12783,5028,4,1295.87,323.97,1295.87,4,3,3,10,6,Champions
12826,5028,7,1474.72,210.67,1474.72,4,4,3,11,6,Champions
12828,5028,6,1018.71,169.79,1018.71,4,4,3,11,6,Champions
12839,5028,14,5591.42,399.39,5591.42,4,4,4,12,6,Champions
12912,5028,5,1662.3,332.46,1662.3,4,3,4,11,6,Champions
12935,5028,7,2160.7,308.67,2160.7,4,4,4,12,6,Champions
12950,5028,3,1843,614.33,1843,4,3,4,11,6,Champions
13089,5028,97,58762.08,605.79,58762.08,4,4,4,12,6,Champions
13267,5028,19,4521.49,237.97,4521.49,4,4,4,12,6,Champions
13534,5028,25,5870.08,234.8,5870.08,4,4,4,12,6,Champions
13668,5028,21,6309.83,300.47,6309.83,4,4,4,12,6,Champions
13685,5028,7,3119.44,445.63,3119.44,4,4,4,12,6,Champions
13743,5028,7,1341.6,191.66,1341.6,4,4,3,11,6,Champions
13756,5028,14,5189.52,370.68,5189.52,4,4,4,12,6,Champions
13767,5028,37,17220.36,465.42,17220.36,4,4,4,12,6,Champions
13769,5028,10,2796.51,279.65,2796.51,4,4,4,12,6,Champions
13870,5028,8,2770.94,346.37,2770.94,4,4,4,12,6,Champions
13882,5028,5,1191.13,238.23,1191.13,4,3,3,10,6,Champions
13949,5028,6,2427.32,404.55,2427.32,4,4,4,12,6,Champions
14032,5028,11,2975.59,270.51,2975.59,4,4,4,12,6,Champions
14085,5028,18,4421.29,245.63,4421.29,4,4,4,12,6,Champions
14087,5028,1,191.47,191.47,191.47,4,1,1,6,3,Need Attention
14132,5028,11,3586.03,326,3586.03,4,4,4,12,6,Champions
14141,5028,4,915.13,228.78,915.13,4,3,3,10,6,Champions
14189,5028,15,4654.08,310.27,4654.08,4,4,4,12,6,Champions
14204,5028,1,150.61,150.61,150.61,4,1,1,6,3,Need Attention
14395,5028,9,3479.91,386.66,3479.91,4,4,4,12,6,Champions
14397,5028,19,2612.96,137.52,2612.96,4,4,4,12,6,Champions
14527,5028,55,8506.13,154.66,8506.13,4,4,4,12,6,Champions
14534,5028,18,4395.65,244.2,4395.65,4,4,4,12,6,Champions
14708,5028,3,1126.37,375.46,1126.37,4,3,3,10,6,Champions
14769,5028,8,10415.33,1301.92,10415.33,4,4,4,12,6,Champions
14794,5028,7,1319.91,188.56,1319.91,4,4,3,11,6,Champions
14904,5028,2,1025.44,512.72,1025.44,4,2,3,9,5,Loyal
14910,5028,4,434.35,108.59,434.35,4,3,2,9,5,Loyal
15136,5028,4,1286.7,321.67,1286.7,4,3,3,10,6,Champions
15195,5028,1,3861,3861,3861,4,1,4,9,5,Loyal
15298,5028,12,4799.9,399.99,4799.9,4,4,4,12,6,Champions
15471,5028,1,454.48,454.48,454.48,4,1,2,7,4,Potential
15498,5028,27,13316.4,493.2,13316.4,4,4,4,12,6,Champions
15525,5028,3,731.87,243.96,731.87,4,3,3,10,6,Champions
15568,5028,3,758.29,252.76,758.29,4,3,3,10,6,Champions
15701,5028,4,1529,382.25,1529,4,3,3,10,6,Champions
15750,5028,8,2463.05,307.88,2463.05,4,4,4,12,6,Champions
15883,5028,2,396.48,198.24,396.48,4,2,2,8,5,Loyal
15969,5028,3,666.1,222.03,666.1,4,3,3,10,6,Champions
15984,5028,10,2780.63,278.06,2780.63,4,4,4,12,6,Champions
16000,5028,3,12393.7,4131.23,12393.7,4,3,4,11,6,Champions
16191,5028,13,5180.52,398.5,5180.52,4,4,4,12,6,Champions
16368,5028,2,479.91,239.95,479.91,4,2,2,8,5,Loyal
16393,5028,13,3040.96,233.92,3040.96,4,4,4,12,6,Champions
16426,5028,10,1863.76,186.38,1863.76,4,4,4,12,6,Champions
16458,5028,18,3482.74,193.49,3482.74,4,4,4,12,6,Champions
16525,5028,26,13027.45,501.06,13027.45,4,4,4,12,6,Champions
16539,5028,4,1388.81,347.2,1388.81,4,3,3,10,6,Champions
16672,5028,20,8134.94,406.75,8134.94,4,4,4,12,6,Champions
16678,5028,12,3109.99,259.17,3109.99,4,4,4,12,6,Champions
16779,5028,22,10611.72,482.35,10611.72,4,4,4,12,6,Champions
16817,5028,9,1604.75,178.31,1604.75,4,4,3,11,6,Champions
17017,5028,20,8694.26,434.71,8694.26,4,4,4,12,6,Champions
17042,5028,5,1036.58,207.32,1036.58,4,3,3,10,6,Champions
17049,5028,9,5655.03,628.34,5655.03,4,4,4,12,6,Champions
17091,5028,9,3827.76,425.31,3827.76,4,4,4,12,6,Champions
17097,5028,8,954.42,119.3,954.42,4,4,3,11,6,Champions
17232,5028,2,417.77,208.89,417.77,4,2,2,8,5,Loyal
17238,5028,17,3719.1,218.77,3719.1,4,4,4,12,6,Champions
17266,5028,3,296.58,98.86,296.58,4,3,1,8,5,Loyal
17412,5028,7,1258.06,179.72,1258.06,4,4,3,11,6,Champions
17434,5028,7,2373.82,339.12,2373.82,4,4,4,12,6,Champions
17449,5028,7,2516.21,359.46,2516.21,4,4,4,12,6,Champions
17503,5028,2,558.96,279.48,558.96,4,2,2,8,5,Loyal
17511,5028,31,91062.38,2937.5,91062.38,4,4,4,12,6,Champions
17590,5028,3,1466.77,488.92,1466.77,4,3,3,10,6,Champions
17602,5028,6,5054.42,842.4,5054.42,4,4,4,12,6,Champions
17735,5028,19,13110.02,690,13110.02,4,4,4,12,6,Champions
17835,5028,3,342.24,114.08,342.24,4,3,2,9,5,Loyal
17870,5028,12,1865.89,155.49,1865.89,4,4,4,12,6,Champions
18092,5028,11,9068.26,824.39,9068.26,4,4,4,12,6,Champions
18219,5028,10,2069.77,206.98,2069.77,4,4,4,12,6,Champions
18237,5028,5,987.1,197.42,987.1,4,3,3,10,6,Champions
18272,5028,6,3078.58,513.1,3078.58,4,4,4,12,6,Champions
18273,5028,3,204,68,204,4,3,1,8,5,Loyal
12362,5029,10,4737.23,473.72,4737.23,4,4,4,12,6,Champions
12417,5029,9,3226.1,358.46,3226.1,4,4,4,12,6,Champions
12442,5029,1,144.06,144.06,144.06,4,1,1,6,3,Need Attention
12478,5029,1,545.99,545.99,545.99,4,1,2,7,4,Potential
12584,5029,9,2254.15,250.46,2254.15,4,4,4,12,6,Champions
12650,5029,1,242.44,242.44,242.44,4,1,1,6,3,Need Attention
12682,5029,31,11019.82,355.48,11019.82,4,4,4,12,6,Champions
12716,5029,2,963.49,481.74,963.49,4,2,3,9,5,Loyal
12723,5029,5,707.07,141.41,707.07,4,3,3,10,6,Champions
12749,5029,5,4040.88,808.18,4040.88,4,3,4,11,6,Champions
12766,5029,7,6457.63,922.52,6457.63,4,4,4,12,6,Champions
12820,5029,4,942.34,235.59,942.34,4,3,3,10,6,Champions
12877,5029,12,1535.77,127.98,1535.77,4,4,3,11,6,Champions
12971,5029,86,11189.91,130.12,11189.91,4,4,4,12,6,Champions
12989,5029,15,6924.11,461.61,6924.11,4,4,4,12,6,Champions
13078,5029,26,12627.94,485.69,12627.94,4,4,4,12,6,Champions
13104,5029,6,1098.48,183.08,1098.48,4,4,3,11,6,Champions
13199,5029,37,9802.12,264.92,9802.12,4,4,4,12,6,Champions
13225,5029,7,6463.84,923.41,6463.84,4,4,4,12,6,Champions
13323,5029,5,787.85,157.57,787.85,4,3,3,10,6,Champions
13507,5029,4,2479.16,619.79,2479.16,4,3,4,11,6,Champions
13694,5029,50,65039.62,1300.79,65039.62,4,4,4,12,6,Champions
13709,5029,13,6307.65,485.2,6307.65,4,4,4,12,6,Champions
13755,5029,9,2108.06,234.23,2108.06,4,4,4,12,6,Champions
13881,5029,20,17159.52,857.98,17159.52,4,4,4,12,6,Champions
13994,5029,6,2274.14,379.02,2274.14,4,4,4,12,6,Champions
14071,5029,8,1422.75,177.84,1422.75,4,4,3,11,6,Champions
14110,5029,12,5683.15,473.6,5683.15,4,4,4,12,6,Champions
14113,5029,4,1840.42,460.11,1840.42,4,3,4,11,6,Champions
14121,5029,4,2780.15,695.04,2780.15,4,3,4,11,6,Champions
14140,5029,2,935.05,467.52,935.05,4,2,3,9,5,Loyal
14216,5029,4,1839.3,459.83,1839.3,4,3,4,11,6,Champions
14282,5029,15,3701.44,246.76,3701.44,4,4,4,12,6,Champions
14293,5029,4,1046.56,261.64,1046.56,4,3,3,10,6,Champions
14418,5029,3,1937.25,645.75,1937.25,4,3,4,11,6,Champions
14503,5029,6,3543.26,590.54,3543.26,4,4,4,12,6,Champions
14547,5029,8,3974.75,496.84,3974.75,4,4,4,12,6,Champions
14562,5029,18,5006.77,278.15,5006.77,4,4,4,12,6,Champions
14572,5029,7,2804.54,400.65,2804.54,4,4,4,12,6,Champions
14578,5029,1,168.63,168.63,168.63,4,1,1,6,3,Need Attention
14673,5029,5,1736.4,347.28,1736.4,4,3,4,11,6,Champions
14735,5029,31,6050.69,195.18,6050.69,4,4,4,12,6,Champions
14737,5029,3,1164.55,388.18,1164.55,4,3,3,10,6,Champions
14825,5029,12,2221.01,185.08,2221.01,4,4,4,12,6,Champions
14868,5029,8,2953.59,369.2,2953.59,4,4,4,12,6,Champions
14871,5029,4,501.28,125.32,501.28,4,3,2,9,5,Loyal
14907,5029,7,3501.1,500.16,3501.1,4,4,4,12,6,Champions
15023,5029,11,6701.51,609.23,6701.51,4,4,4,12,6,Champions
15061,5029,48,54534.14,1136.13,54534.14,4,4,4,12,6,Champions
15157,5029,3,1936.07,645.36,1936.07,4,3,4,11,6,Champions
15194,5029,15,7616.53,507.77,7616.53,4,4,4,12,6,Champions
15318,5029,1,312.62,312.62,312.62,4,1,2,7,4,Potential
15822,5029,2,885.47,442.73,885.47,4,2,3,9,5,Loyal
15907,5029,3,881.87,293.96,881.87,4,3,3,10,6,Champions
15992,5029,1,41.99,41.99,41.99,4,1,1,6,3,Need Attention
16013,5029,47,37130.6,790.01,37130.6,4,4,4,12,6,Champions
16015,5029,3,704.26,234.75,704.26,4,3,3,10,6,Champions
16016,5029,8,1465.51,183.19,1465.51,4,4,3,11,6,Champions
16076,5029,10,2234.73,223.47,2234.73,4,4,4,12,6,Champions
16133,5029,33,14589.04,442.09,14589.04,4,4,4,12,6,Champions
16143,5029,6,2424.94,404.16,2424.94,4,4,4,12,6,Champions
16201,5029,4,1863.47,465.87,1863.47,4,3,4,11,6,Champions
16313,5029,2,274.15,137.08,274.15,4,2,1,7,4,Potential
16353,5029,23,6675.71,290.25,6675.71,4,4,4,12,6,Champions
16495,5029,3,648.26,216.09,648.26,4,3,2,9,5,Loyal
16528,5029,1,244.41,244.41,244.41,4,1,1,6,3,Need Attention
16569,5029,1,124.2,124.2,124.2,4,1,1,6,3,Need Attention
16620,5029,2,178.96,89.48,178.96,4,2,1,7,4,Potential
16711,5029,5,1651.03,330.21,1651.03,4,3,4,11,6,Champions
16764,5029,13,2790.95,214.69,2790.95,4,4,4,12,6,Champions
16790,5029,6,1545.62,257.6,1545.62,4,4,3,11,6,Champions
16929,5029,7,1295.39,185.06,1295.39,4,4,3,11,6,Champions
16949,5029,6,1286.27,214.38,1286.27,4,4,3,11,6,Champions
16979,5029,6,1852,308.67,1852,4,4,4,12,6,Champions
16987,5029,7,1616.8,230.97,1616.8,4,4,3,11,6,Champions
17119,5029,2,606.91,303.46,606.91,4,2,2,8,5,Loyal
17250,5029,2,381.97,190.98,381.97,4,2,2,8,5,Loyal
17290,5029,2,513.01,256.5,513.01,4,2,2,8,5,Loyal
17346,5029,15,2622.88,174.86,2622.88,4,4,4,12,6,Champions
17481,5029,4,1255.59,313.9,1255.59,4,3,3,10,6,Champions
17593,5029,5,3923.86,784.77,3923.86,4,3,4,11,6,Champions
17666,5029,2,728.16,364.08,728.16,4,2,3,9,5,Loyal
17705,5029,9,1823.52,202.61,1823.52,4,4,4,12,6,Champions
17728,5029,3,2876.01,958.67,2876.01,4,3,4,11,6,Champions
17730,5029,13,5298.48,407.58,5298.48,4,4,4,12,6,Champions
17744,5029,6,2322.4,387.07,2322.4,4,4,4,12,6,Champions
17861,5029,8,2097.88,262.24,2097.88,4,4,4,12,6,Champions
17883,5029,4,664.34,166.08,664.34,4,3,3,10,6,Champions
17884,5029,4,695.07,173.77,695.07,4,3,3,10,6,Champions
17914,5029,1,329.36,329.36,329.36,4,1,2,7,4,Potential
18005,5029,2,226.47,113.23,226.47,4,2,1,7,4,Potential
18154,5029,2,399.19,199.6,399.19,4,2,2,8,5,Loyal
18225,5029,12,5504.96,458.75,5504.96,4,4,4,12,6,Champions
18283,5029,16,2039.58,127.47,2039.58,4,4,4,12,6,Champions
12367,5030,1,150.9,150.9,150.9,4,1,1,6,3,Need Attention
12381,5030,3,1474.81,491.6,1474.81,4,3,3,10,6,Champions
12628,5030,3,732.46,244.15,732.46,4,3,3,10,6,Champions
12646,5030,2,1346.97,673.48,1346.97,4,2,3,9,5,Loyal
12683,5030,14,7612.57,543.75,7612.57,4,4,4,12,6,Champions
12782,5030,5,1938.92,387.78,1938.92,4,3,4,11,6,Champions
12841,5030,25,3991.58,159.66,3991.58,4,4,4,12,6,Champions
12913,5030,5,2483.63,496.73,2483.63,4,3,4,11,6,Champions
12925,5030,2,694.05,347.02,694.05,4,2,3,9,5,Loyal
12994,5030,3,974.42,324.81,974.42,4,3,3,10,6,Champions
13001,5030,13,9785.97,752.77,9785.97,4,4,4,12,6,Champions
13021,5030,9,2616.38,290.71,2616.38,4,4,4,12,6,Champions
13079,5030,5,220.1,44.02,220.1,4,3,1,8,5,Loyal
13083,5030,2,303.75,151.88,303.75,4,2,1,7,4,Potential
13126,5030,8,2099.64,262.46,2099.64,4,4,4,12,6,Champions
13173,5030,2,353.65,176.82,353.65,4,2,2,8,5,Loyal
13230,5030,14,2755.63,196.83,2755.63,4,4,4,12,6,Champions
13305,5030,10,2000.86,200.09,2000.86,4,4,4,12,6,Champions
13311,5030,2,598.57,299.28,598.57,4,2,2,8,5,Loyal
13417,5030,2,640.83,320.42,640.83,4,2,2,8,5,Loyal
13790,5030,1,348.8,348.8,348.8,4,1,2,7,4,Potential
13985,5030,15,7060.13,470.68,7060.13,4,4,4,12,6,Champions
14060,5030,19,6140.42,323.18,6140.42,4,4,4,12,6,Champions
14075,5030,3,942.26,314.09,942.26,4,3,3,10,6,Champions
14083,5030,9,1002.9,111.43,1002.9,4,4,3,11,6,Champions
14096,5030,17,53258.43,3132.85,53258.43,4,4,4,12,6,Champions
14194,5030,21,11349.52,540.45,11349.52,4,4,4,12,6,Champions
14219,5030,1,89.94,89.94,89.94,4,1,1,6,3,Need Attention
14401,5030,13,4051.48,311.65,4051.48,4,4,4,12,6,Champions
14608,5030,4,1785.15,446.29,1785.15,4,3,4,11,6,Champions
14629,5030,2,955.26,477.63,955.26,4,2,3,9,5,Loyal
14649,5030,4,1402.59,350.65,1402.59,4,3,3,10,6,Champions
14696,5030,7,2078.95,296.99,2078.95,4,4,4,12,6,Champions
14739,5030,7,3902.28,557.47,3902.28,4,4,4,12,6,Champions
14759,5030,3,1625.97,541.99,1625.97,4,3,3,10,6,Champions
14931,5030,4,864.68,216.17,864.68,4,3,3,10,6,Champions
15031,5030,4,653.19,163.3,653.19,4,3,2,9,5,Loyal
15033,5030,10,2553.88,255.39,2553.88,4,4,4,12,6,Champions
15053,5030,3,693.95,231.32,693.95,4,3,3,10,6,Champions
15097,5030,1,248.08,248.08,248.08,4,1,1,6,3,Need Attention
15145,5030,4,1194.73,298.68,1194.73,4,3,3,10,6,Champions
15274,5030,2,716.57,358.28,716.57,4,2,3,9,5,Loyal
15290,5030,18,7943.22,441.29,7943.22,4,4,4,12,6,Champions
15358,5030,22,8347.2,379.42,8347.2,4,4,4,12,6,Champions
15392,5030,4,1535.53,383.88,1535.53,4,3,3,10,6,Champions
15550,5030,4,575.63,143.91,575.63,4,3,2,9,5,Loyal
15572,5030,7,2533.42,361.92,2533.42,4,4,4,12,6,Champions
15621,5030,4,1293.03,323.26,1293.03,4,3,3,10,6,Champions
15628,5030,9,2870.24,318.92,2870.24,4,4,4,12,6,Champions
15640,5030,15,12416.11,827.74,12416.11,4,4,4,12,6,Champions
15690,5030,2,239.76,119.88,239.76,4,2,1,7,4,Potential
15854,5030,12,2969.12,247.43,2969.12,4,4,4,12,6,Champions
15856,5030,27,16142.38,597.87,16142.38,4,4,4,12,6,Champions
15932,5030,8,2495.87,311.98,2495.87,4,4,4,12,6,Champions
16149,5030,2,280.52,140.26,280.52,4,2,1,7,4,Potential
16200,5030,2,1068.87,534.43,1068.87,4,2,3,9,5,Loyal
16360,5030,6,3450.41,575.07,3450.41,4,4,4,12,6,Champions
16379,5030,4,2157.4,539.35,2157.4,4,3,4,11,6,Champions
16500,5030,6,400.86,66.81,400.86,4,4,2,10,6,Champions
16513,5030,4,874.59,218.65,874.59,4,3,3,10,6,Champions
16592,5030,16,4113.68,257.11,4113.68,4,4,4,12,6,Champions
16597,5030,1,90.04,90.04,90.04,4,1,1,6,3,Need Attention
16600,5030,6,813.52,135.59,813.52,4,4,3,11,6,Champions
16642,5030,2,688.33,344.16,688.33,4,2,3,9,5,Loyal
16682,5030,5,1028,205.6,1028,4,3,3,10,6,Champions
16684,5030,28,66653.56,2380.48,66653.56,4,4,4,12,6,Champions
16746,5030,18,6680.11,371.12,6680.11,4,4,4,12,6,Champions
16811,5030,2,547.07,273.53,547.07,4,2,2,8,5,Loyal
